潜逃,续约,母女,转让,拖走,碳中和,武汉大学,进屋,2035年,面包,WPS,前妻,巴菲特,性关系,一例,春雷,拘留,起火,内卷,华谊,神仙,妥善处理,劳动合同,麦当劳,乐视,烧毁,体征,货架,马斯克,下架,香港联交所,事务部,放回,合约,发病,贾跃亭,牢狱之灾,着火,查阅,成年,股神,激励,阉割,赔偿金,垫付,工作制,候选人,武大,未经许可,发表声明,熟睡,特斯拉,索赔,自燃,躺平,电视台,变动,武昌区,屋内,外貌,著作权,英国首相,纠缠,途径,院士
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7515473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4982049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7214854,0.0,0.0,0.0,0.0,0.0,0.0,0.8774631,0.9655172,0.0,0.0,0.6019089,0.0,0.0,0.5358297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3782576,0.0,0.4245852,0.0,0.3237034,0.0,0.0,0.0619195,0.0,0.0,0.0,0.1251097,0.0,0.3733493,0.0,0.0,0.0952446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4957983,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9478076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5138988,0.0,0.0,0.1748634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5848471,0.0384465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9945355,0.0,0.5559133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0230655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6307234,0.0166209,0.0230118,0.0,0.0,0.0,0.0237395,0.0,0.4866828,0.0,0.0,0.0231203,0.0,0.0,0.0,0.2202381,0.0,0.0,0.0,0.0,0.6089744,0.0,0.2857143,0.0,0.0,0.0,0.0,0.6160714,0.6019089,0.0,0.0,0.9821429,0.0,0.0,0.3921131,0.0,0.0,0.0,0.0,0.084478,0.0,0.0,0.0352444,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5008606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5960425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5559133,0.0,0.9642857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2960993,0.0,0.4759239,0.0,0.0,0.0,0.6074404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014805,0.0,0.1313421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3046422,0.0678191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9893617,0.0158466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0127841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009375,0.0,0.0183662,0.4164663,0.0,0.0,0.0082204,0.0,0.0,0.0,0.0,0.6714084,0.0,0.0,0.0,0.009375,0.0,0.0821314,0.2734375,0.0,0.0,0.0,0.0,0.4010417,0.0,0.0,0.0,0.0961174,0.0,0.0,0.531994,0.5358297,0.0,0.0,0.3921131,0.0,0.0158466,0.9947917,0.0154247,0.0,0.0,0.0,0.349359,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6145105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5737179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140312,0.0,0.7257525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154247,0.974359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.4761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3591954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4040404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0747863
0.0,0.0,0.4761905,0.0,0.0,0.0,0.0,0.1490491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0761015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0851272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0230186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4088285,0.0,0.0,0.0,0.0,0.0,0.0,0.0470085,0.0,0.0,0.0,0.0,0.0320513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084478,0.0,0.0,0.349359,0.0,0.0,0.0,0.0,0.9615385,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3541667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888889,0.0,0.0,0.0
0.3643761,0.0,0.5128205,0.0,0.2824035,0.0,0.0,0.1748857,0.0,0.0,0.0,0.2478678,0.0,0.3809524,0.0,0.0,0.0854473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0187541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4957983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9761905,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.2725564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2450091,0.0,0.0,0.0,0.0,0.0,0.0,0.0391363,0.0340081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5964912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0888158,0.0,0.0,0.0,0.0717703,0.0,0.0,0.0,0.0,0.0352444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684,0.0
0.0,0.0,0.0,0.0,0.0,0.3011811,0.023199,0.0,0.2820513,0.0,0.0,0.0,0.0,0.0,0.0235411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0747863,0.0,0.0,0.0,0.0,0.0,0.0,0.9615385
